SeniorCitizen,tenure,MonthlyCharges,TotalCharges,is_new_customer,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,1.6084834273893616,-1.3316538102932427,-0.18748582059282928,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-0.3453918448631497,-0.28471340171253245,-0.40398497453334914,0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0,0.346605647392948,1.319710330613215,0.8979077272805416,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,0.8757802002946699,0.02389343821775623,0.555574751560762,0,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False
0,-1.1595065416350294,-1.3548822821159523,-0.9783158268342903,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,-0.7931549280876836,-1.1541219185053884,-0.8426032158364912,0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1.6084834273893616,-1.2835376900890578,-0.13754305287688093,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
0,-0.7931549280876836,-1.4959122896109767,-0.8997684761144383,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,-1.2816237461508113,-1.469365464670737,-1.0013443821459518,0,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True
0,1.2421318138420157,0.8335715988950722,1.5435853906042662,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False
0,-0.4675090493789317,1.309755271260625,-0.04437509411359086,0,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,1.6084834273893616,1.5254482239000742,2.468130297134888,0,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0.631545791263106,-1.4859572302583868,-0.5788395437014936,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,1.5270719577121736,-1.4859572302583868,-0.39081325557529684,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False
0,1.6084834273893616,1.1936129121470758,2.2645394277732596,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False
0,-0.5489205190561197,-0.2896909313888274,-0.530345665070931,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0.1023712383613841,0.7141108866639929,0.31953754783246446,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,1.4456604880349857,0.888324425334317,1.8104005109645458,0,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False
0,-1.1595065416350294,0.7008374741938728,-0.8751373616628805,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.46872285190873,0.8534817176002523,0.7344686478760426,0,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False
0,1.1200146093262338,-0.4688819997354467,0.3187911504248416,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.22327464034736777,-1.4710246412295018,-0.7549454261706532,0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,0.1023712383613841,0.23792721429843983,0.08510290324406343,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True
0,1.5270719577121736,1.2218189136460804,2.09341684564323,0,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,-1.2409180113122174,0.13505826765501053,-0.94551824662874,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0,-1.2409180113122174,0.3258635719129846,-0.9468354185245451,0,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.6084834273893616,1.6664782313950985,2.6555858107729033,0,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,1.5677776925507676,0.866755130070372,1.7529059577126476,0,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,1.3642490183577978,1.3296653899658049,2.1214945598888115,0,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False
1,0.7943687306174818,1.4325343366092342,1.5533763683630852,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False
0,0.8350744654560759,0.0023241429538111433,0.4664900256744683,0,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
0,1.3642490183577978,0.4950995809070136,1.288032089953121,0,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
0,-0.38609757970174374,-0.34942128750436724,-0.46191858508384925,0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,-1.2002122764736234,0.4751894622018339,-0.8929191822562511,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,-0.38609757970174374,0.47187110908430413,-0.2741337784718834,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,1.0793088744876398,-0.4871329418818615,0.3056413843317192,0,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,1.1200146093262338,1.32800621340704,1.7278796916923482,0,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1.3642490183577978,1.266616680732735,1.8851719689164228,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False
0,-0.7117434584104956,0.02223426165899086,-0.5669630437743165,0,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0,1.1200146093262338,0.8285940692187774,1.3827587021264474,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,0.5501343215859179,1.309755271260625,1.1428138884405943,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,0.5094285867473239,0.8086839505135972,0.7532163945263369,0,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,0.46872285190873,-0.3610355234157222,0.03243798027678414,0,True,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False
0,0.5501343215859179,1.1571110278542456,0.9175994471228299,0,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.7931549280876836,-1.3416088696458326,-0.8595508275625187,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1.4863662228735797,1.6399314064548582,2.35531452425917,0,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
1,-1.2816237461508113,0.31424933600162985,-0.977745052346108,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-1.0373893371192475,1.0094443141241611,-0.7202379467161852,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0,1.5677776925507676,-0.2216646924794628,0.8098767389108918,0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,-0.22327464034736777,-1.5058673489635668,-0.78185963857494,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
1,1.2828375486806096,0.32254521879545484,1.1275127415843238,0,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False
0,1.4863662228735797,0.5498524073462585,1.4277840280980563,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False
0,-1.2816237461508113,-1.4842980536996218,-1.0015419579303226,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False
0,0.020959768684196134,0.29765757041397994,0.04554384064004635,0,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,-1.2816237461508113,-1.003136851657774,-0.9951756271005974,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
1,-0.5082147842175256,1.3976916288751695,-0.05675650993415996,0,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False
0,-0.8338606629262776,1.5934744628094386,-0.40242632112331295,0,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,-0.9152721326034655,0.2860433345026247,-0.7060124902414888,0,False,False,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False
1,0.46872285190873,1.488946339607244,1.123561225896908,0,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,-0.7931549280876836,-1.1043466217424387,-0.8392005217723277,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.9571916699718578,-1.4925939364934466,-0.5157031041625629,0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,-1.2409180113122174,1.026036079711811,-0.9236092874285131,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
1,-0.6303319887333076,0.9712832532725666,-0.30434092061568335,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.4268033145403377,-0.3477621109456021,-0.5154396697834018,0,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.7536629957788878,1.5453583426052537,1.4936426228883177,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,-1.0780950719578415,-0.3062826969764773,-0.8630413330864024,0,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,-1.2816237461508113,1.0177401969179862,-0.9684370376157511,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,-0.9559778674420595,0.4851445215544238,-0.6949262934517947,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1,-0.1418631706701798,1.2118638542934905,0.2841934352950241,0,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False
0,-1.2816237461508113,-0.6414363618470058,-0.9903899025458383,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0.6722515261016999,-0.10552233336591335,0.31736421420438593,0,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0,-0.9966836022806536,-0.6729607164635407,-0.848332913583244,0,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,-0.9559778674420595,0.4851445215544238,-0.6927968655535762,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0.346605647392948,0.7058150038701679,0.4556233575340751,0,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
0,-1.0780950719578415,-0.4688819997354467,-0.8839404604998454,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0,0.020959768684196134,1.2865267994379153,0.5118007388901682,0,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
0,0.26519417771576004,-1.4992306427285067,-0.677627435886886,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
1,-1.2816237461508113,-0.4771778825292717,-0.9882165689177596,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,-0.7931549280876836,0.2794066282675646,-0.6014070888496234,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
1,-0.4268033145403377,1.0542420812108162,-0.0958765152395755,0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
1,0.9164859351332638,1.1687252637656007,1.364779305748706,0,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,-1.2002122764736234,0.5166688761709587,-0.9083959520319627,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.7536629957788878,-0.5667734167025811,0.024337373117582047,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
0,0.7943687306174818,-0.3709905827683121,0.21484433498087874,0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
0,-0.10115743583158582,-0.8156499005173299,-0.4892279490568777,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False
0,0.30589991255435406,-1.3167212212643575,-0.5683241213999818,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-0.7524491932490895,0.6709722961361032,-0.5102368407949711,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
0,0.346605647392948,-0.6547097743171256,-0.20171127706752573,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0.428017117070136,-0.8123315473998,-0.17056016173173208,0,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
0,1.6084834273893616,0.6709722961361032,1.7627627940662567,0,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-0.1825689055087738,-0.4688819997354467,-0.4015262536611794,0,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0,1.4456604880349857,0.6460846477546283,1.5127416153774937,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False
0,1.2014260790034217,1.522129870782544,1.9931581115075216,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False
0,-1.2816237461508113,-0.6812565992573657,-0.9909167713041603,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.2014260790034217,1.0559012577695812,1.6789906614930439,0,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,0.26519417771576004,-1.3515639289984223,-0.6088491100609229,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0,-1.2816237461508113,0.19147027065302033,-0.9793695643509346,0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,-1.2409180113122174,0.38061639835222955,-0.9398105017469173,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,1.5677776925507676,0.9546914876849167,1.8809350659849162,0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False
0,-1.2002122764736234,-0.47385952941174164,-0.9439815460836338,0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.7129572609402939,0.5830359385215584,0.8244534412244701,0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,True,False,False
0,-0.4675090493789317,0.5299422886410788,-0.25744960112501714,0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,-0.9966836022806536,0.01725673198269617,-0.7669755961523409,0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,-0.6303319887333076,0.680927355488693,-0.37307534071178644,0,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1,0.5094285867473239,-1.3349721634107725,-0.4948039767491199,0,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False
0,-1.1595065416350294,-0.4655636466179167,-0.9113595887975244,0,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.4049547531963917,-0.46390447005915153,0.5358171731236835,0,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False
0,-1.2002122764736234,-1.018069440686659,-0.9492282808019248,0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0,1.1607203441648277,0.9762607829488613,1.4935328585636674,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False
0,1.2828375486806096,0.5415565245524336,1.4340625474680613,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False
0,-0.4268033145403377,-1.5042081724048018,-0.824909206702841,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,-1.1595065416350294,-0.29964599074141746,-0.9056957496455619,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1,0.7943687306174818,0.5282831120823135,0.7807452871486664,0,True,True,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
1,0.6722515261016999,1.2151822074110203,1.2157852114682042,0,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
0,0.8350744654560759,1.4607403381082393,1.5002065295024138,0,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,False
0,-0.6303319887333076,-1.4942531130522119,-0.8656317711481527,0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
1,1.3235432835192036,0.1997661534468453,0.9895828912285857,0,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,0.06166550352279012,1.3329837430833347,0.5854745535955408,0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,-1.2002122764736234,0.9845566657426863,-0.8876724475379603,0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0,-0.9559778674420595,-1.4959122896109767,-0.9319074703720859,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
1,1.5270719577121736,-0.6530505977583607,0.42286968305838485,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False
0,1.6084834273893616,1.6880475266590431,2.711258276235604,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,0.30589991255435406,-0.1536384535700982,0.06462088026429204,0,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,1.0386031396490458,0.20474368312314,0.8771842227865393,0,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,True,False,False
0,-1.2002122764736234,-1.1690545075342733,-0.9701493610802979,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,-1.2816237461508113,-0.4705411762942116,-0.9881287574580393,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.631545791263106,-1.2818785135302928,-0.4637626257379766,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,-0.30468611002455576,1.1405192622665956,0.0931596046734054,0,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0.6722515261016999,1.4275568069329394,1.3136071775966727,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False
0,-0.9559778674420595,0.3092718063253347,-0.7295679143114723,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
0,-0.7117434584104956,1.2218189136460804,-0.27744866107632654,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
0,1.3642490183577978,0.32088604223668943,1.0963616262485298,0,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False
0,1.0386031396490458,1.336302096200865,1.7228963913532183,0,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,0.428017117070136,0.23129050806338025,0.38287156315576604,0,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False
0,0.428017117070136,-0.0026533867224840216,0.2664555204315136,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
0,0.590840056424512,0.3490920437356946,0.5460911139109643,0,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0.9571916699718578,1.3893957460813444,1.5863495714880758,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False
0,1.6084834273893616,-0.5319307089685164,0.5381441768062728,0,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
0,-0.6710377235719016,0.3374778078243394,-0.47790027075295277,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1.4456604880349857,-0.027541035103958902,0.8890607227137165,0,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
0,-0.7117434584104956,-1.472683817788267,-0.8804719078408917,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
0,1.3642490183577978,-0.34112540471054226,0.5842451931594559,0,True,True,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,-1.2002122764736234,0.5133505230534289,-0.912040127610357,0,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,1.6084834273893616,1.4856279864897142,2.5588175821610784,0,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
0,-0.22327464034736777,-1.4793205240233267,-0.7770080554253908,0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False
0,-1.2002122764736234,-1.5025489958460367,-0.9837820902018819,0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True
0,-0.4268033145403377,0.4785078153193637,-0.25068811872655034,0,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,1.0386031396490458,0.010620025747636104,0.6543187380162941,0,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
0,1.6084834273893616,-1.3814291070561924,-0.2977550611366572,0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,-0.019745966154397852,1.29814103534927,0.48978201536529065,0,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False
0,-0.9559778674420595,0.02223426165899086,-0.7499182201016632,0,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True
0,-0.9966836022806536,-0.2863725782712976,-0.8341294099734776,0,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0,-1.1188008067964355,0.16824179883031035,-0.8578824098278319,0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True
0,0.26519417771576004,-1.4859572302583868,-0.6477495867170373,0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True
0,-0.3453918448631497,0.4950995809070136,-0.13185726085998833,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
0,-0.38609757970174374,-1.3465863993221274,-0.7739785600650387,0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True
1,-0.9966836022806536,0.6726314726948681,-0.7049367998599145,0,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
0,0.9164859351332638,-0.024222681986428636,0.5821816238560278,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False
0,-1.2816237461508113,0.11846650206736059,-0.9803354904078583,0,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,-0.38609757970174374,-0.16359351292268806,-0.4189348755507385,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
0,-1.1595065416350294,0.8866652487755522,-0.8499793784530005,0,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
0,0.8757802002946699,0.9679649001550363,1.2116141671314875,0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False
